"","NumCom","CodeClient","Vendeur","PaysLivraison","VilleLivraison","DateCommande","Montant","Port"
"559",559,"Arout","Dupont","Royaume-Uni","Colchester","01-mai-91"," 10 714,50   "," 1 114,45   "
"560",560,"Blonp","Milou","France","Strasbourg","02-mai-91"," 2 602,05   "," 287,21   "
"561",561,"Frank","Bill","Allemagne","München","03-mai-91"," 5 362,15   "," 581,22   "
"562",562,"Folko","Spirou","Suède","Bräcke","03-mai-91"," 14 222,50   "," 1 432,25   "
"563",563,"Reggc","Dupont","Italie","Reggio Emilia","06-mai-91"," 2 443,50   "," 255,35   "
"564",564,"Richs","Spirou","Royaume-Uni","London","07-mai-91"," 4 825,00   "," 495,50   "
"565",565,"Rattc","Felix","Etats-Unis","Albuquerque","07-mai-91"," 6 170,25   "," 648,03   "
"566",566,"Merep","Bill","Canada","Montréal","08-mai-91"," 3 199,50   "," 346,95   "
"567",567,"Blonp","Obelix","France","Strasbourg","09-mai-91"," 8 805,00   "," 902,50   "
"568",568,"Hungo","Dupont","Canada","Vancouver","09-mai-91"," 12 595,00   "," 1 306,50   "
"569",569,"Galed","Tintin","Espagne","Barcelona","10-mai-91"," 775,00   "," 84,50   "
"570",570,"Rattc","Asterix","Etats-Unis","Albuquerque","13-mai-91"," 4 450,00   "," 461,00   "
"571",571,"Merep","Tintin","Canada","Montréal","14-mai-91"," 12 326,25   "," 1 276,63   "
"572",572,"Ernsh","Bill","Autriche","Graz","14-mai-91"," 2 752,95   "," 302,30   "
"573",573,"Bergs","Tintin","Suède","Luleå","15-mai-91"," 7 505,45   "," 797,55   "
"574",574,"Antob","Tartempion","Italie","Brescia","16-mai-91"," 10 410,00   "," 1 047,00   "
"575",575,"Traih","Felix","Etats-Unis","Kirkland","16-mai-91"," 3 821,50   "," 417,15   "
"576",576,"Morgk","Asterix","Allemagne","Leipzig","17-mai-91"," 10 737,00   "," 1 073,70   "
"577",577,"Tortc","Tintin","Italie","Bologna","20-mai-91"," 4 192,25   "," 460,23   "
"578",578,"Traih","Obelix","Etats-Unis","Kirkland","20-mai-91"," 2 845,00   "," 316,50   "
"579",579,"Bsbev","Felix","Royaume-Uni","London","21-mai-91"," 2 385,00   "," 285,50   "
"580",580,"Letss","Dupont","Etats-Unis","San Francisco","22-mai-91"," 1 588,75   "," 205,88   "
"581",581,"Ottk","Felix","Allemagne","Köln","23-mai-91"," 5 068,75   "," 522,88   "
"582",582,"Famia","Tintin","France","Paris","23-mai-91"," 1 550,00   "," 172,00   "
"583",583,"Blaus","Tintin","Allemagne","Mannheim","24-mai-91"," 1 650,00   "," 198,00   "
"584",584,"Warth","Spirou","Finlande","Oulu","27-mai-91"," 11 187,50   "," 1 155,75   "
"585",585,"Blonp","Felix","France","Strasbourg","27-mai-91"," 2 968,75   "," 310,88   "
"586",586,"Wellt","Tartempion","Royaume-Uni","Sevenoaks","28-mai-91"," 712,50   "," 72,25   "
"587",587,"Reggc","Obelix","Italie","Reggio Emilia","29-mai-91"," 119,00   "," 50,90   "
"588",588,"Queee","Dupont","Royaume-Uni","Harrogate","29-mai-91"," 4 036,90   "," 444,69   "
"589",589,"Quick","Spirou","Norvège","Laurvig","30-mai-91"," 15 600,00   "," 1 600,00   "
"590",590,"Greal","Bill","Etats-Unis","Eugene","31-mai-91"," 360,00   "," 58,00   "
"591",591,"Merep","Felix","Canada","Montréal","03-juin-91"," 5 505,00   "," 566,50   "
"592",592,"Vaffe","Dupont","Danemark","Århus","03-juin-91"," 4 062,50   "," 451,25   "
"593",593,"Lehms","Tintin","Allemagne","Frankfurt a.M. ","04-juin-91"," 2 582,35   "," 297,24   "
"594",594,"Lehms","Tartempion","Allemagne","Frankfurt a.M. ","05-juin-91"," 9 972,00   "," 1 039,20   "
"595",595,"Oldwo","Tintin","Etats-Unis","Anchorage","05-juin-91"," 2 827,50   "," 294,75   "
"596",596,"Ernsh","Spirou","Autriche","Graz","06-juin-91"," 23 625,00   "," 2 404,50   "
"597",597,"Whitc","Bill","Etats-Unis","Seattle","07-juin-91"," 5 904,40   "," 596,44   "
"598",598,"Picco","Tartempion","Autriche","Salzburg","07-juin-91"," 3 590,40   "," 368,04   "
"599",599,"Rattc","Dupont","Etats-Unis","Albuquerque","10-juin-91"," 11 942,50   "," 1 233,25   "
"600",600,"Bsbev","Milou","Royaume-Uni","London","11-juin-91"," 2 465,00   "," 280,50   "
"601",601,"Hungc","Felix","Etats-Unis","Elgin","12-juin-91"," 2 399,00   "," 273,90   "
"602",602,"Hildv","Tartempion","Suède","Uppsala","12-juin-91"," 11 425,00   "," 1 162,50   "
"603",603,"Vaffe","Bill","Danemark","Århus","13-juin-91"," 243,75   "," 36,38   "
"604",604,"Savea","Bill","Etats-Unis","Boise","14-juin-91"," 7 415,00   "," 758,50   "
"605",605,"Fujo","Dupont","Portugal","Lisboa","14-juin-91"," 1 154,25   "," 137,43   "
"606",606,"Merep","Dupont","Canada","Montréal","17-juin-91"," 20 548,50   "," 2 063,85   "
"607",607,"Tradm","Felix","Royaume-Uni","London","18-juin-91"," 5 652,00   "," 566,20   "
"608",608,"Savea","Asterix","Etats-Unis","Boise","18-juin-91"," 32 377,00   "," 3 249,70   "
"609",609,"Tomsp","Felix","Allemagne","Münster","19-juin-91"," 5 320,00   "," 578,00   "
"610",610,"Dumon","Tartempion","France","Nantes","20-juin-91"," 2 120,00   "," 257,00   "
"611",611,"Lamai","Bill","France","Toulouse","21-juin-91"," 1 496,25   "," 169,63   "
"612",612,"Wolvh","Milou","Royaume-Uni","London","21-juin-91"," 4 040,00   "," 446,00   "
"613",613,"Savea","Dupont","Etats-Unis","Boise","24-juin-91"," 31 875,00   "," 3 216,50   "
"614",614,"Hildv","Felix","Suède","Uppsala","25-juin-91"," 1 766,00   "," 203,60   "
"615",615,"Blaus","Bill","Allemagne","Mannheim","25-juin-91"," 2 320,00   "," 267,00   "
"616",616,"Wilmk","Spirou","Finlande","Helsinki","26-juin-91"," 600,00   "," 107,00   "
"617",617,"Greal","Dupont","Etats-Unis","Eugene","27-juin-91"," 24 035,00   "," 2 444,50   "
"618",618,"Greal","Felix","Etats-Unis","Eugene","27-juin-91"," 7 012,50   "," 725,25   "
"619",619,"Merep","Dupont","Canada","Montréal","28-juin-91"," 13 487,50   "," 1 393,75   "
"620",620,"Merep","Tintin","Canada","Montréal","01-juil-91"," 6 300,00   "," 652,00   "
"621",621,"Laugb","Spirou","Canada","Vancouver","02-juil-91"," 287,50   "," 64,75   "
"622",622,"Islat","Felix","Royaume-Uni","Hedge End","02-juil-91"," 3 792,50   "," 397,25   "
"623",623,"Richs","Felix","Royaume-Uni","London","03-juil-91"," 2 800,00   "," 298,00   "
"624",624,"Frank","Bill","Allemagne","München","04-juil-91"," 6 684,75   "," 673,48   "
"625",625,"Thecr","Felix","Etats-Unis","Butte","04-juil-91"," 6 966,20   "," 734,62   "
"626",626,"Anatl","Tintin","Italie","Verona","05-juil-91"," 2 398,75   "," 283,88   "
"627",627,"Bergs","Dupont","Suède","Luleå","08-juil-91"," 7 518,00   "," 763,80   "
"628",628,"Savea","Bill","Etats-Unis","Boise","08-juil-91"," 5 928,75   "," 633,88   "
"629",629,"Blonp","Felix","France","Strasbourg","09-juil-91"," 2 250,00   "," 246,00   "
"630",630,"Godet","Felix","Suède","Täby","09-juil-91"," 13 875,25   "," 1 426,53   "
"631",631,"Koene","Dupont","Allemagne","Brandenburg","10-juil-91"," 4 518,00   "," 500,80   "
"632",632,"Lamai","Bill","France","Toulouse","11-juil-91"," 279,00   "," 41,90   "
"633",633,"Wandk","Bill","Allemagne","Stuttgart","11-juil-91"," 2 945,00   "," 306,50   "
"634",634,"Ernsh","Tartempion","Autriche","Graz","12-juil-91"," 27 552,95   "," 2 775,30   "
"635",635,"Folig","Felix","France","Lille","12-juil-91"," 24 927,50   "," 2 519,75   "
"636",636,"Magaa","Bill","Italie","Bergamo","15-juil-91"," 6 631,15   "," 686,12   "
"637",637,"Warth","Felix","Finlande","Oulu","16-juil-91"," 3 147,50   "," 353,75   "
"638",638,"Queet","Milou","Royaume-Uni","London","16-juil-91"," 13 809,70   "," 1 391,97   "
"639",639,"Linad","Tintin","Suède","Svenstavik","17-juil-91"," 13 600,25   "," 1 395,03   "
"640",640,"Santg","Tartempion","Norvège","Stavern","17-juil-91"," 2 500,00   "," 299,00   "
"641",641,"Wandk","Felix","Allemagne","Stuttgart","18-juil-91"," 3 543,75   "," 402,38   "
"642",642,"Hildv","Felix","Suède","Uppsala","19-juil-91"," 10 270,00   "," 1 027,00   "
"643",643,"Simob","Tartempion","Danemark","København","19-juil-91"," 3 480,00   "," 383,00   "
"644",644,"Alfki","Milou","Allemagne","Berlin","22-juil-91"," 4 072,50   "," 447,25   "
"645",645,"Wellt","Tintin","Royaume-Uni","Sevenoaks","22-juil-91"," 6 859,00   "," 724,90   "
"646",646,"Hanop","Felix","Royaume-Uni","London","23-juil-91"," 7 675,00   "," 816,50   "
"647",647,"Hungo","Obelix","Canada","Vancouver","24-juil-91"," 7 230,00   "," 766,00   "
"648",648,"Queee","Felix","Royaume-Uni","Harrogate","24-juil-91"," 3 180,00   "," 350,00   "
"649",649,"Richs","Asterix","Royaume-Uni","London","25-juil-91"," 1 861,90   "," 209,19   "
"650",650,"Maisd","Asterix","Belgique","Bruxelles","25-juil-91"," 7 170,00   "," 722,00   "
"651",651,"Famia","Asterix","France","Paris","26-juil-91"," 8 896,00   "," 919,60   "
"652",652,"Wandk","Bill","Allemagne","Stuttgart","29-juil-91"," 1 989,00   "," 199,90   "
"653",653,"Gourf","Felix","France","Paris","29-juil-91"," 1 594,20   "," 199,42   "
"654",654,"Frank","Dupont","Allemagne","München","30-juil-91"," 5 415,75   "," 586,58   "
"655",655,"Bergs","Asterix","Suède","Luleå","30-juil-91"," 3 009,15   "," 344,92   "
"656",656,"Reggc","Dupont","Italie","Reggio Emilia","31-juil-91"," 772,00   "," 108,20   "
"657",657,"Greal","Milou","Etats-Unis","Eugene","01-août-91"," 3 021,10   "," 327,11   "
"658",658,"Savea","Spirou","Etats-Unis","Boise","01-août-91"," 21 858,00   "," 2 197,80   "
"659",659,"Quick","Felix","Norvège","Laurvig","02-août-91"," 22 323,00   "," 2 269,30   "
"660",660,"Queet","Tartempion","Royaume-Uni","London","02-août-91"," 6 135,10   "," 629,51   "
"661",661,"Hungc","Bill","Etats-Unis","Elgin","05-août-91"," 8 505,00   "," 878,50   "
"662",662,"Hungo","Tartempion","Canada","Vancouver","06-août-91"," 2 813,00   "," 295,30   "
"663",663,"Lonep","Tintin","Etats-Unis","Portland","06-août-91"," 625,00   "," 77,50   "
"664",664,"Bonap","Spirou","France","Marseille","07-août-91"," 9 652,00   "," 970,20   "
"665",665,"Fujo","Dupont","Portugal","Lisboa","07-août-91"," 6 441,95   "," 672,20   "
"666",666,"Lonep","Dupont","Etats-Unis","Portland","08-août-91"," 6 475,00   "," 691,50   "
"667",667,"Ricsu","Tartempion","Suisse","Genève","09-août-91"," 23 334,70   "," 2 357,47   "
"668",668,"Ernsh","Tartempion","Autriche","Graz","09-août-91"," 7 684,00   "," 788,40   "
"669",669,"Wandk","Dupont","Allemagne","Stuttgart","12-août-91"," 3 126,40   "," 355,64   "
"670",670,"Simob","Spirou","Danemark","København","12-août-91"," 2 850,00   "," 287,00   "
"671",671,"Frank","Felix","Allemagne","München","13-août-91"," 11 508,75   "," 1 150,88   "
"672",672,"Franr","Dupont","France","Nantes","14-août-91"," 4 600,50   "," 481,05   "
"673",673,"Bergs","Obelix","Suède","Luleå","14-août-91"," 19 076,25   "," 1 926,63   "
"674",674,"Wilmk","Spirou","Finlande","Helsinki","15-août-91"," 2 061,75   "," 218,18   "
"675",675,"Islat","Felix","Royaume-Uni","Hedge End","15-août-91"," 225,00   "," 54,50   "
"676",676,"Frank","Asterix","Allemagne","München","16-août-91"," 7 115,00   "," 714,50   "
"677",677,"Tortc","Spirou","Italie","Bologna","19-août-91"," 2 674,25   "," 292,43   "
"678",678,"Antob","Dupont","Italie","Brescia","19-août-91"," 4 066,85   "," 434,69   "
"679",679,"Savea","Tartempion","Etats-Unis","Boise","20-août-91"," 26 282,50   "," 2 654,25   "
"680",680,"Blonp","Bill","France","Strasbourg","20-août-91"," 3 300,00   "," 340,00   "
"681",681,"Oldwo","Dupont","Etats-Unis","Anchorage","21-août-91"," 6 309,40   "," 668,94   "
"682",682,"Greal","Tintin","Etats-Unis","Eugene","22-août-91"," 6 437,00   "," 684,70   "
"683",683,"Antob","Tintin","Italie","Brescia","22-août-91"," 1 877,50   "," 191,75   "
"684",684,"Dumon","Spirou","France","Nantes","23-août-91"," 315,00   "," 50,50   "
"685",685,"Ottk","Tintin","Allemagne","Köln","23-août-91"," 8 840,00   "," 916,00   "
"686",686,"Gourf","Felix","France","Paris","26-août-91"," 4 005,50   "," 449,55   "
"687",687,"Picco","Spirou","Autriche","Salzburg","27-août-91"," 7 022,25   "," 742,23   "
"688",688,"Hungo","Obelix","Canada","Vancouver","27-août-91"," 24 804,50   "," 2 519,45   "
"689",689,"Vaffe","Felix","Danemark","Århus","28-août-91"," 15 803,00   "," 1 585,30   "
"690",690,"Bergs","Dupont","Suède","Luleå","28-août-91"," 2 362,50   "," 266,25   "
"691",691,"Hanop","Dupont","Royaume-Uni","London","29-août-91"," 4 312,50   "," 432,25   "
"692",692,"Quick","Spirou","Norvège","Laurvig","30-août-91"," 50 824,00   "," 5 097,40   "
"693",693,"Alfki","Felix","Allemagne","Berlin","30-août-91"," 4 390,00   "," 480,00   "
"694",694,"Whitc","Tintin","Etats-Unis","Seattle","02-sept-91"," 10 356,00   "," 1 039,60   "
"695",695,"Quick","Bill","Norvège","Laurvig","02-sept-91"," 24 125,00   "," 2 440,50   "
"696",696,"Wilmk","Tartempion","Finlande","Helsinki","03-sept-91"," 3 210,00   "," 366,00   "
"697",697,"Whitc","Bill","Etats-Unis","Seattle","04-sept-91"," 4 980,00   "," 546,00   "
"698",698,"Linad","Tintin","Suède","Svenstavik","04-sept-91"," 4 027,15   "," 449,72   "
"699",699,"Ernsh","Felix","Autriche","Graz","05-sept-91"," 17 182,20   "," 1 742,22   "
"700",700,"Morgk","Tintin","Allemagne","Leipzig","05-sept-91"," 570,00   "," 82,00   "
"701",701,"Savea","Tintin","Etats-Unis","Boise","06-sept-91"," 8 192,00   "," 838,20   "
"702",702,"Hungo","Milou","Canada","Vancouver","09-sept-91"," 14 322,50   "," 1 440,25   "
"703",703,"Alfki","Felix","Allemagne","Berlin","09-sept-91"," 1 650,00   "," 200,00   "
"704",704,"Folko","Milou","Suède","Bräcke","10-sept-91"," 12 725,00   "," 1 292,50   "
"705",705,"Queet","Milou","Royaume-Uni","London","10-sept-91"," 2 977,50   "," 345,75   "
"706",706,"Hildv","Obelix","Suède","Uppsala","11-sept-91"," 1 890,00   "," 229,00   "
"707",707,"Oldwo","Bill","Etats-Unis","Anchorage","12-sept-91"," 9 465,00   "," 952,50   "
"708",708,"Arout","Felix","Royaume-Uni","Colchester","12-sept-91"," 8 205,00   "," 833,50   "
"709",709,"Thebi","Milou","Etats-Unis","Portland","13-sept-91"," 902,00   "," 122,20   "
"710",710,"Gourf","Dupont","France","Paris","13-sept-91"," 17 120,00   "," 1 754,00   "
"711",711,"Frans","Dupont","Italie","Torino","16-sept-91"," 467,50   "," 67,75   "
"712",712,"Savea","Asterix","Etats-Unis","Boise","17-sept-91"," 22 258,50   "," 2 257,85   "
"713",713,"Hungo","Tintin","Canada","Vancouver","17-sept-91"," 6 167,40   "," 660,74   "
"714",714,"Savea","Dupont","Etats-Unis","Boise","18-sept-91"," 14 139,50   "," 1 449,95   "
"715",715,"Savea","Asterix","Etats-Unis","Boise","18-sept-91"," 11 028,75   "," 1 128,88   "
"716",716,"Bonap","Tintin","France","Marseille","19-sept-91"," 6 480,00   "," 683,00   "
"717",717,"Rancv","Felix","Etats-Unis","Tacoma","20-sept-91"," 3 530,00   "," 390,00   "
"718",718,"Frank","Dupont","Allemagne","München","20-sept-91"," 6 353,75   "," 667,38   "
"719",719,"Koene","Dupont","Allemagne","Brandenburg","23-sept-91"," 17 315,00   "," 1 775,50   "
"720",720,"Letss","Bill","Etats-Unis","San Francisco","23-sept-91"," 4 221,25   "," 460,13   "
"721",721,"Queee","Bill","Royaume-Uni","Harrogate","24-sept-91"," 2 750,00   "," 292,00   "
"722",722,"Quick","Asterix","Norvège","Laurvig","25-sept-91"," 4 619,40   "," 474,94   "
"723",723,"Savea","Bill","Etats-Unis","Boise","25-sept-91"," 7 850,00   "," 813,00   "
"724",724,"Whitc","Tintin","Etats-Unis","Seattle","26-sept-91"," 2 342,25   "," 274,23   "
"725",725,"Merep","Bill","Canada","Montréal","26-sept-91"," 3 192,50   "," 340,25   "
"726",726,"Famia","Felix","France","Paris","27-sept-91"," 1 439,00   "," 164,90   "
"727",727,"Eastc","Felix","Royaume-Uni","London","30-sept-91"," 3 275,00   "," 348,50   "
"728",728,"Reggc","Spirou","Italie","Reggio Emilia","30-sept-91"," 8 122,50   "," 816,25   "
"729",729,"Queet","Felix","Royaume-Uni","London","01-oct-91"," 6 483,75   "," 671,38   "
"730",730,"Linad","Bill","Suède","Svenstavik","01-oct-91"," 9 250,00   "," 953,00   "
"731",731,"Bonap","Asterix","France","Marseille","02-oct-91"," 2 421,30   "," 252,13   "
"732",732,"Chops","Tartempion","Suisse","Bern","03-oct-91"," 9 452,50   "," 947,25   "
"733",733,"Bonap","Tintin","France","Marseille","03-oct-91"," 1 800,00   "," 207,00   "
"734",734,"Bergs","Dupont","Suède","Luleå","04-oct-91"," 7 295,00   "," 733,50   "
"735",735,"Gourf","Spirou","France","Paris","04-oct-91"," 7 491,75   "," 770,18   "
"736",736,"Letss","Milou","Etats-Unis","San Francisco","07-oct-91"," 2 682,00   "," 283,20   "
"737",737,"Hungo","Obelix","Canada","Vancouver","08-oct-91"," 4 985,00   "," 541,50   "
"738",738,"Vinet","Spirou","France","Reims","08-oct-91"," 699,00   "," 78,90   "
"739",739,"Specd","Spirou","France","Paris","09-oct-91"," 261,75   "," 30,18   "
"740",740,"Vinet","Tintin","France","Reims","09-oct-91"," 1 200,00   "," 139,00   "
"741",741,"Whitc","Felix","Etats-Unis","Seattle","10-oct-91"," 7 080,00   "," 749,00   "
"742",742,"Arout","Felix","Royaume-Uni","Colchester","11-oct-91"," 1 140,00   "," 124,00   "
"743",743,"Bottm","Tintin","Canada","Tsawassen","11-oct-91"," 15 590,00   "," 1 570,00   "
"744",744,"Arout","Dupont","Royaume-Uni","Colchester","14-oct-91"," 1 596,00   "," 184,60   "
"745",745,"Vaffe","Milou","Danemark","Århus","14-oct-91"," 3 680,00   "," 409,00   "
"746",746,"Quick","Obelix","Norvège","Laurvig","15-oct-91"," 22 649,00   "," 2 276,90   "
"747",747,"Chops","Dupont","Suisse","Bern","16-oct-91"," 11 558,50   "," 1 189,85   "
"748",748,"Picco","Milou","Autriche","Salzburg","16-oct-91"," 9 564,25   "," 973,43   "
"749",749,"Savea","Tintin","Etats-Unis","Boise","17-oct-91"," 10 980,00   "," 1 107,00   "
"750",750,"Islat","Felix","Royaume-Uni","Hedge End","17-oct-91"," 5 400,00   "," 580,00   "
"751",751,"Warth","Obelix","Finlande","Oulu","18-oct-91"," 7 952,80   "," 796,28   "
"752",752,"Ricsu","Tintin","Suisse","Genève","21-oct-91"," 8 157,40   "," 863,74   "
"753",753,"Norts","Spirou","Royaume-Uni","London","21-oct-91"," 1 260,00   "," 137,00   "
"754",754,"Frans","Tintin","Italie","Torino","22-oct-91"," 440,00   "," 71,00   "
"755",755,"Magaa","Milou","Italie","Bergamo","22-oct-91"," 276,00   "," 44,60   "
"756",756,"Bonap","Felix","France","Marseille","23-oct-91"," 9 742,50   "," 992,25   "
"757",757,"Splir","Bill","Etats-Unis","Lander","24-oct-91"," 9 950,00   "," 995,00   "
"758",758,"Savea","Milou","Etats-Unis","Boise","24-oct-91"," 15 410,00   "," 1 583,00   "
"759",759,"Ricsu","Tintin","Suisse","Genève","25-oct-91"," 8 223,00   "," 860,30   "
"760",760,"Anatl","Tintin","Italie","Verona","25-oct-91"," 1 600,00   "," 166,00   "
"761",761,"Maisd","Felix","Belgique","Bruxelles","28-oct-91"," 14 585,00   "," 1 487,50   "
"762",762,"Rattc","Asterix","Etats-Unis","Albuquerque","29-oct-91"," 2 535,00   "," 293,50   "
"763",763,"Folko","Tintin","Suède","Bräcke","29-oct-91"," 21 685,00   "," 2 209,50   "
"764",764,"Folig","Tintin","France","Lille","30-oct-91"," 3 080,00   "," 352,00   "
"765",765,"Ernsh","Milou","Autriche","Graz","30-oct-91"," 11 430,00   "," 1 186,00   "
"766",766,"Quick","Tintin","Norvège","Laurvig","31-oct-91"," 7 578,00   "," 769,80   "
"767",767,"Ottk","Felix","Allemagne","Köln","01-nov-91"," 11 550,00   "," 1 195,00   "
"768",768,"Suprd","Felix","Belgique","Charleroi","01-nov-91"," 140,00   "," 50,00   "
"769",769,"Arout","Tintin","Royaume-Uni","Colchester","04-nov-91"," 7 385,00   "," 775,50   "
"770",770,"Vaffe","Tintin","Danemark","Århus","04-nov-91"," 8 421,40   "," 874,14   "
"771",771,"Hanop","Bill","Royaume-Uni","London","05-nov-91"," 1 181,25   "," 126,13   "
"772",772,"Ernsh","Obelix","Autriche","Graz","06-nov-91"," 1 720,00   "," 217,00   "
"773",773,"Lehms","Tintin","Allemagne","Frankfurt a.M. ","06-nov-91"," 18 016,10   "," 1 814,61   "
"774",774,"Ernsh","Dupont","Autriche","Graz","07-nov-91"," 10 152,00   "," 1 023,20   "
"775",775,"Folko","Felix","Suède","Bräcke","07-nov-91"," 4 343,75   "," 446,38   "
"776",776,"Thecr","Tartempion","Etats-Unis","Butte","08-nov-91"," 1 140,00   "," 128,00   "
"777",777,"Ernsh","Dupont","Autriche","Graz","11-nov-91"," 33 176,40   "," 3 325,64   "
"778",778,"Gourf","Tartempion","France","Paris","11-nov-91"," 1 120,00   "," 114,00   "
"779",779,"Bergs","Tintin","Suède","Luleå","12-nov-91"," 482,50   "," 89,25   "
"780",780,"Morgk","Tintin","Allemagne","Leipzig","12-nov-91"," 6 675,00   "," 716,50   "
"781",781,"Lillv","Spirou","Suède","Linköping","12-nov-91"," 3 600,00   "," 378,00   "
"782",782,"Warth","Spirou","Finlande","Oulu","13-nov-91"," 4 879,40   "," 491,94   "
"783",783,"Cactp","Obelix","Etats-Unis","Albuquerque","13-nov-91"," 62,50   "," 22,25   "
"784",784,"Hanop","Felix","Royaume-Uni","London","14-nov-91"," 7 212,50   "," 770,25   "
"785",785,"Magaa","Felix","Italie","Bergamo","14-nov-91"," 7 440,00   "," 756,00   "
"786",786,"Grosh","Dupont","Suède","Frösön","14-nov-91"," 1 937,50   "," 218,75   "
"787",787,"Queet","Bill","Royaume-Uni","London","15-nov-91"," 7 655,40   "," 800,54   "
"788",788,"Lamai","Spirou","France","Toulouse","15-nov-91"," 13 113,80   "," 1 343,38   "
"789",789,"Quick","Dupont","Norvège","Laurvig","18-nov-91"," 3 657,50   "," 382,75   "
"790",790,"Folig","Dupont","France","Lille","18-nov-91"," 18 435,00   "," 1 867,50   "
"791",791,"Gourf","Milou","France","Paris","18-nov-91"," 3 612,50   "," 409,25   "
"792",792,"Frank","Milou","Allemagne","München","19-nov-91"," 9 148,80   "," 962,88   "
"793",793,"Wolvh","Dupont","Royaume-Uni","London","19-nov-91"," 1 999,25   "," 217,93   "
"794",794,"Arout","Tintin","Royaume-Uni","Colchester","20-nov-91"," 955,50   "," 119,55   "
"795",795,"Queee","Milou","Royaume-Uni","Harrogate","20-nov-91"," 1 573,80   "," 162,38   "
"796",796,"Ernsh","Bill","Autriche","Graz","20-nov-91"," 10 790,00   "," 1 124,00   "
"797",797,"Hildv","Tintin","Suède","Uppsala","21-nov-91"," 11 706,80   "," 1 189,68   "
"798",798,"Drad","Tartempion","Allemagne","Aachen","21-nov-91"," 2 100,00   "," 211,00   "
"799",799,"Islat","Spirou","Royaume-Uni","Hedge End","22-nov-91"," 2 233,00   "," 254,30   "
"800",800,"Koene","Obelix","Allemagne","Brandenburg","22-nov-91"," 7 767,50   "," 817,75   "
"801",801,"Seves","Dupont","Royaume-Uni","London","22-nov-91"," 7 344,70   "," 766,47   "
"802",802,"Bolid","Felix","Suède","Halmstad","25-nov-91"," 15 134,25   "," 1 521,43   "
"803",803,"Simob","Felix","Danemark","København","25-nov-91"," 14 714,05   "," 1 517,41   "
"804",804,"Wellt","Felix","Royaume-Uni","Sevenoaks","26-nov-91"," 5 965,05   "," 622,51   "
"805",805,"Seves","Milou","Royaume-Uni","London","26-nov-91"," 11 392,00   "," 1 153,20   "
"806",806,"Thebi","Spirou","Etats-Unis","Portland","26-nov-91"," 13 875,00   "," 1 426,50   "
"807",807,"Victe","Tintin","France","Lyon","27-nov-91"," 2 198,00   "," 226,80   "
"808",808,"Frans","Felix","Italie","Torino","27-nov-91"," 92,00   "," 35,20   "
"809",809,"Oldwo","Spirou","Etats-Unis","Anchorage","28-nov-91"," 7 055,00   "," 715,50   "
"810",810,"Wellt","Tartempion","Royaume-Uni","Sevenoaks","28-nov-91"," 700,00   "," 101,00   "
"811",811,"Laugb","Spirou","Canada","Vancouver","28-nov-91"," 935,00   "," 99,50   "
"812",812,"Linad","Bill","Suède","Svenstavik","29-nov-91"," 4 260,00   "," 448,00   "
"813",813,"Reggc","Asterix","Italie","Reggio Emilia","29-nov-91"," 8 464,00   "," 848,40   "
"814",814,"Richs","Dupont","Royaume-Uni","London","02-déc-91"," 3 012,00   "," 342,20   "
"815",815,"Victe","Tintin","France","Lyon","02-déc-91"," 8 942,25   "," 905,23   "
"816",816,"Savea","Spirou","Etats-Unis","Boise","02-déc-91"," 200,00   "," 65,00   "
"817",817,"Greal","Felix","Etats-Unis","Eugene","03-déc-91"," 42 232,25   "," 4 256,23   "
"818",818,"Koene","Tintin","Allemagne","Brandenburg","03-déc-91"," 54 764,25   "," 5 501,43   "
"819",819,"Magaa","Tartempion","Italie","Bergamo","04-déc-91"," 4 165,00   "," 435,50   "
"820",820,"Cactp","Spirou","Etats-Unis","Albuquerque","04-déc-91"," 2 385,00   "," 249,50   "
"821",821,"Rattc","Tintin","Etats-Unis","Albuquerque","04-déc-91"," 5 700,00   "," 594,00   "
"822",822,"Splir","Dupont","Etats-Unis","Lander","05-déc-91"," 3 390,00   "," 368,00   "
"823",823,"Traih","Milou","Etats-Unis","Kirkland","05-déc-91"," 1 189,50   "," 161,95   "
"824",824,"Lillv","Asterix","Suède","Linköping","06-déc-91"," 14 130,00   "," 1 433,00   "
"825",825,"Folko","Bill","Suède","Bräcke","06-déc-91"," 1 254,00   "," 127,40   "
"826",826,"Drad","Dupont","Allemagne","Aachen","06-déc-91"," 5 153,80   "," 559,38   "
"827",827,"Blonp","Milou","France","Strasbourg","09-déc-91"," 3 650,00   "," 387,00   "
"828",828,"Bonap","Dupont","France","Marseille","09-déc-91"," 4 215,00   "," 445,50   "
"829",829,"Rancv","Obelix","Etats-Unis","Tacoma","10-déc-91"," 4 660,00   "," 492,00   "
"830",830,"Islat","Obelix","Royaume-Uni","Hedge End","10-déc-91"," 8 820,00   "," 893,00   "
"831",831,"Tradm","Felix","Royaume-Uni","London","10-déc-91"," 9 870,00   "," 990,00   "
"832",832,"Santg","Tintin","Norvège","Stavern","11-déc-91"," 13 422,00   "," 1 362,20   "
"833",833,"Lamai","Spirou","France","Toulouse","11-déc-91"," 2 375,55   "," 260,56   "
"834",834,"Ottk","Milou","Allemagne","Köln","12-déc-91"," 4 534,65   "," 477,47   "
"835",835,"Tradm","Dupont","Royaume-Uni","London","12-déc-91"," 7 163,55   "," 716,36   "
